"snapshot-date","sku","fnsku","asin","product-name","condition","available","fc-transfer","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-366-to-455-days","inv-age-456-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","DEPRECATED healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","no-sale-last-6-months","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-181-210-days","estimated-ais-181-210-days","quantity-to-be-charged-ais-211-240-days","estimated-ais-211-240-days","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-366-455-days","estimated-ais-366-455-days","quantity-to-be-charged-ais-456-plus-days","estimated-ais-456-plus-days","historical-days-of-supply","fba-minimum-inventory-level","fba-inventory-level-health-status","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory-Level fee?","Low-Inventory-Level fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Processing","Reserved Customer Order","Reserved Staging","Total Days of Supply (including units from open shipments)","supplier","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-07-28","SATIN-FITTED-KING-NAVY-BLUE","X004CBVDDR","B0DBW336HD","DECOLURE Satin Fitted Sheet King Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Navy Blue)","New","105","0","0","41","2","45","22","0","0","USD","11","43","85","147","","19.95","0.0","19.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.95","0.205663","cubic feet","Standard","21.594615","US","gl_home","9976","98","0","9","9","19.94","219.34","846.79","1655.42","2879.09","40","1","0","67","0","98.44","0","0","0","0","","3","0","1","0.1","1","0.21","23","7.1","43","48.18","0","0.0","0","0.0","0","0.0","0","0.0","92.5","66","Healthy","30","2026-08-04","2026-07-27","Yes","No","89.6","92.5","2026-07-25","105","1","2","0","101","unassigned","N","","",""
"2026-07-28","BAMBOO-TWIN-SAGE GREEN","X0040HMSN7","B0CLKBT95K","DECOLURE 100% Viscose Derived from Bamboo Sheets Twin Size - Luxury 3 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Sage Green)","New","54","6","0","6","16","40","0","0","0","USD","3","5","14","17","","87.99","0.0","48.59","0.0","NoRestockExcessActionRequired","","0.0","0","0","1535.16","0.22","0.199754","cubic feet","Standard","10.786716","US","gl_home","9485","366","27","43","41","87.99","158.57","278.55","759.51","923.48","0","6","0","40","0","56.4","0","0","0","0","","1","0","1","0.1","0","0.0","0","0.0","40","43.57","0","0.0","0","0.0","0","0.0","0","0.0","645.0","14","Excess","","","2026-07-27","Yes","No","645.0","438.5","2026-07-25","60","0","1","0","366","unassigned","N","","",""
"2026-07-28","SATIN-ROSEWOOD-QUEEN-6PCS","X003UM8ZNZ","B0C7FMCXBV","DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Rosewood)","New","53","45","0","108","0","0","0","0","0","USD","16","71","130","160","","30.95","0.0","30.56","0.0","CreateShippingPlan","","0.0","0","0","0.0","1.26","0.216356","cubic feet","Standard","11.466868","US","gl_home","15592","59","0","2","4","30.56","491.53","2231.18","4085.83","5072.33","93","15","0","0","0","106.82","0","0","0","0","","7","0","","","","","","","","","","","","","","","","","64.3","68","Healthy","70","2026-08-04","2026-07-27","Yes","No","35.4","64.3","2026-07-25","98","4","3","0","65","unassigned","N","","",""
"2026-07-28","BAMBOO-CALIFKING-TAUPE","X002O4Z4J3","B08KQJTLZP","DECOLURE 100% Viscose Derived from Bamboo Sheets California King Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Double Stitching, Oeko Tex Standard (Taupe)","New","140","0","0","156","0","0","0","0","0","USD","11","44","99","132","","84.99","0.0","84.98","0.0","NoRestockExcessActionRequired","","","0","0","","1.73","0.290769","cubic feet","Standard","40.70766","US","gl_home","9485","189","0","13","14","84.99","884.83","3524.92","7789.37","10386.21","134","22","0","0","0","","6","0","0","6","","5","0","","","","","","","","","","","","","","","","","109.9","41","Healthy","","","2026-07-27","Yes","No","109.9","45.0","2026-07-25","146","2","3","0","197","unassigned","N","","",""
"2026-07-28","SL-BOHO-BLANKET-OASIS-50x60-1-PC","X004ZA1K47","B0GGTD499H","SLEEPHORIA 100% Uzbek Cotton Boho Throw Blanket - Heavyweight Cotton Throw Blanket for Bed - Reversible Woven Vintage Floral Decorative for Couch Sofa - Soft Bohemian 50"" x 60"" (Oasis)","","0","0","0","1","0","0","0","0","0","USD","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","","","0","0","","0.0","0.315367","cubic feet","Standard","0.0","US","gl_home","","0","0","","","26.99","","","","","0","1","0","0","0","","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","60.2","","","7","2026-07-27","2026-07-27","Yes","No","29.5","60.2","2026-07-25","0","0","0","0","0","unassigned","N","","",""
"2026-07-28","SATIN-4PC-TWIN-LAVENDER","X004BS2KO7","B0D9QTXKQ8","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Lavender)","New","22","0","0","0","0","1","21","0","0","USD","0","0","0","2","Low conversion","35.95","0.0","25.16","0.0","Lower price","","0.0","0","0","927.25","0.09","0.154324","cubic feet","Standard","3.395128","US","gl_home","15592","366","22","","338","25.16","0.0","0.0","0.0","55.9","0","0","0","22","0","21.68","30","30","0","0","","0","0","0","0.0","0","0.0","0","0.0","1","0.84","21","18.48","0","0.0","0","0.0","0","0.0","","4","Excess","","","","","","","997.5","2026-07-25","52","0","0","0","366","unassigned","N","","",""
"2026-07-28","SS-SATIN-BLUSH-PINK-QUEEN-4PCS","X004D7A1WJ","B0DDR1H4YM","SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Blush Pink)","New","207","0","0","150","59","0","0","0","0","USD","9","23","30","45","","33.95","31.95","27.56","0.0","NoRestockExcessActionRequired","","0.0","0","0","944.36","0.24","0.293199","cubic feet","Standard","60.692193","US","gl_home","8682","366","103","36","59","33.95","251.04","699.21","947.28","1456.53","0","36","114","0","0","117.18","0","0","0","0","","6","0","34","4.97","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","387.9","45","Excess","","","2026-07-27","Yes","No","295.0","387.9","2026-07-25","207","5","1","0","366","unassigned","N","","",""
"2026-07-28","SL-COOLING-SHEET-FULL-NAVY-BLUE","X004OD0T6P","B0F7LZFKS7","SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC Full Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Navy Blue)","New","75","133","0","210","0","0","0","0","0","USD","4","6","9","44","","54.99","0.0","54.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.71","0.280668","cubic feet","Standard","21.0501","US","gl_home","82219","366","0","50","22","54.99","219.96","329.94","494.91","2419.56","210","0","0","0","0","40.23","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","283.2","33","Healthy","","","2026-07-27","Yes","No","283.2","51.3","2026-07-25","208","0","0","0","366","unassigned","N","","",""
"2026-07-28","SS-BAMBOO-MIDGREY-KING-6PCS","X004D8Q5BT","B0DDTZ7XW3","SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Midgrey)","New","56","1","0","0","2","3","54","0","0","USD","10","41","80","103","","69.99","0.0","69.99","0.0","CreateShippingPlan","","0.0","0","0","0.0","0.88","0.382996","cubic feet","Standard","21.447776","US","gl_home","86667","52","0","5","7","69.99","689.9","2747.44","5339.3","6964.07","0","0","0","57","0","107.96","0","0","0","0","","1","0","0","0.0","0","0.0","2","1.15","53","110.6","2","4.37","0","0.0","0","0.0","0","0.0","103.4","30","Healthy","","","2026-07-27","Yes","No","45.9","103.4","2026-07-25","57","1","0","0","54","unassigned","N","","",""
"2026-07-28","SS-SLEEP-MASK-3D-CONTOURED-BLACK","X004NEYHLD","B0F4XS1FWJ","SLEEP SANCTUARY 100% Pure Mulberry Silk Sleep Mask - 22 Momme Light Blocking 3D Contour Silk Eye Mask for Sleeping - Secure Fit for Side Sleepers, Women & Men - Cloud Soft (Black)","New","292","0","0","3","19","1","1","268","0","USD","0","0","0","6","Low traffic","26.95","0.0","26.95","0.0","Create Outlet deal","","12.56","2","0","5665.2","0.02","0.05356","cubic feet","Standard","15.63952","US","gl_drugstore","326613","366","247","","632","26.95","0.0","0.0","0.0","107.74","1","1","1","2","0","110.64","0","0","0","0","","0","0","7","0.19","0","0.0","0","0.0","0","0.0","1","0.31","0","0.0","268","99.08","0","0.0","","6","Excess","","","","","","","3755.6","2026-07-25","292","0","0","0","366","unassigned","N","","",""
"2026-07-28","SL-COOLING-SHEET-QUEEN-LIGHT-BLUE","X004OCYGPB","B0F7LZR5DF","SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC Queen Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Light Blue)","New","155","131","0","289","0","0","0","0","0","USD","10","21","22","32","","64.99","0.0","64.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.44","0.296593","cubic feet","Standard","45.971915","US","gl_home","82219","275","0","29","62","64.99","649.9","1364.79","1429.78","2079.68","289","0","0","0","0","53.66","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","148.9","67","Healthy","","","2026-07-27","Yes","No","148.9","93.0","2026-07-25","286","0","1","0","276","unassigned","N","","",""
"2026-07-28","SATIN-FITTED-KING-DARK-GREEN","X004CBXTRF","B0DBVYYWX3","DECOLURE Satin Fitted Sheet King Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Dark Green)","New","66","0","0","69","0","0","0","0","0","USD","3","28","65","97","","19.95","0.0","19.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","1.24","0.195561","cubic feet","Standard","12.907026","US","gl_home","9976","84","0","9","8","19.94","59.82","553.57","1278.72","1925.12","3","66","0","0","0","33.66","0","0","0","0","","2","0","","","","","","","","","","","","","","","","","81.4","46","Healthy","37","2026-08-04","2026-07-27","Yes","No","73.8","81.4","2026-07-25","66","2","0","0","86","unassigned","N","","",""
"2026-07-28","SS-BAMBOO-CREME-FULL-6PCS","X004D8Q4Y7","B0DDTZ9ZW9","SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets Full 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Creme)","New","90","6","0","0","1","4","90","0","0","USD","0","5","9","15","","59.99","0.0","59.99","0.0","Edit listing","","0.0","0","0","6764.71","0.15","0.296999","cubic feet","Standard","26.72991","US","gl_home","86667","366","93","72","78","59.99","0.0","299.95","540.81","900.75","0","0","0","94","0","173.16","0","0","0","0","","0","0","0","0.0","1","0.3","2","0.89","24","38.85","67","113.41","0","0.0","0","0.0","0","0.0","612.6","10","Excess","","","2026-07-27","Yes","No","582.4","612.6","2026-07-25","96","0","0","0","366","unassigned","N","","",""
"2026-07-28","SS-BAMBOO-NAVY-BLUE-KING-6PCS","X004D8Q1AJ","B0DDTXJJCS","SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Navy Blue)","New","43","0","0","1","3","0","43","0","0","USD","6","28","67","90","","69.99","0.0","69.99","0.0","CreateShippingPlan","","0.0","0","0","0.0","0.95","0.357207","cubic feet","Standard","15.359901","US","gl_home","86667","37","0","6","6","69.99","419.94","1946.07","4647.98","6257.75","0","0","1","43","0","74.32","0","0","0","0","","0","0","1","0.18","0","0.0","0","0.0","43","83.69","0","0.0","0","0.0","0","0.0","0","0.0","95.9","35","Healthy","25","2026-08-04","2026-07-27","Yes","No","49.6","95.9","2026-07-25","43","0","0","0","37","unassigned","N","","",""
"2026-07-28","SATIN-SEA-TEAL-FULL-6PCS","X003UM8Z9J","B0C7FW4Q1C","DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Sea Teal)","New","33","0","0","37","0","0","0","0","0","USD","9","32","51","60","","29.95","0.0","29.94","0.0","CreateShippingPlan","","0.0","0","0","74.41","1.1","0.196781","cubic feet","Standard","6.493773","US","gl_home","15592","56","0","4","7","29.94","269.47","953.82","1513.87","1790.42","0","18","19","0","0","33.53","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","81.5","25","Healthy","24","2026-08-03","2026-07-27","Yes","No","43.3","81.5","2026-07-25","33","0","0","0","56","unassigned","N","","",""
"2026-07-28","SL-COOLING-FITTED-CAL-KING-WHITE","X004OD9Z9R","B0F7M57Q9T","SLEEPHORIA Cooling Fitted Sheet Calfornia King Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft - 69 x 81 in (White)","New","55","1","0","1","1","0","56","0","0","USD","7","19","36","46","","37.99","0.0","35.99","0.0","Create Outlet deal","","19.49","2","0","1122.08","0.55","0.172261","cubic feet","Standard","9.474355","US","gl_home","26032","78","0","11","15","37.99","251.93","659.81","1267.64","1607.54","0","1","0","0","56","70.53","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","56","66.56","0","0.0","167.4","22","Healthy","","","2026-07-27","Yes","No","104.9","167.4","2026-07-25","56","0","0","0","78","unassigned","N","","",""
"2026-07-28","BAMBOO-QUEEN-CREME","X002O53Z0R","B08KQK91X7","DECOLURE 100% Viscose Derived from Bamboo Sheets Queen Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Creme)","New","100","115","0","231","0","0","0","0","0","USD","58","194","402","529","","79.99","0.0","66.49","0.0","CreateShippingPlan","","0.0","0","0","0.0","2.15","0.268417","cubic feet","Standard","26.8417","US","gl_home","9485","41","0","2","2","79.99","3908.92","13716.55","28242.23","37315.41","154","77","0","0","0","34.94","0","0","0","0","","14","1","","","","","","","","","","","","","","","","","37.8","111","Healthy","","","2026-07-27","No","No","31.7","37.8","2026-07-25","215","13","1","0","45","unassigned","N","","",""
"2026-07-28","BM-CALKING-SAGE-GREEN","X0045AO819","B0CWJ4HG7W","DECOLURE Cooling Bed Sheets Cal-King Set 4pcs - Luxurious & Soft California King Size Cooling Sheets for Hot Sleepers - Comfy & Cool California King Bamboo Viscose Microfiber Sheets (Sage Green)","New","47","1","0","1","0","47","0","0","0","USD","3","10","17","27","","39.95","0.0","39.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","2958.06","0.46","0.233915","cubic feet","Standard","10.994005","US","gl_home","71718","269","48","18","22","39.94","119.82","393.47","661.14","1032.7","1","0","0","47","0","18.52","0","0","0","0","","0","0","6","0.7","41","9.58","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","196.3","8","Excess","","","2026-07-27","Yes","No","142.0","196.3","2026-07-25","48","0","0","0","269","unassigned","N","","",""
"2026-07-28","WATERPROOF-CHAIR-COVER-WINE-RED-4PCS","X004631JIZ","B0CY6Q9G59","Waterproof Dining Chair Covers Set of 4 - 3 Layers Thick Fabric Parsons Chair Slip Covers - Jacquard Kitchen Chair Covers & Stretch Protectors Dining Room, Restaurant - Removable Washable (Wine Red)","New","60","0","0","0","2","0","2","1","58","USD","1","6","9","14","","29.99","0.0","15.99","0.0","NoRestockExcessActionRequired","","0.0","0","60","3181.17","0.19","0.329908","cubic feet","Standard","19.79448","US","gl_home","622269","366","60","40","55","15.99","15.99","160.34","228.31","336.26","0","0","0","0","2","163.98","0","0","0","0","","0","0","1","0.17","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","6.83","58","151.17","344.4","5","Excess","","","2026-07-27","Yes","No","321.3","344.4","2026-07-25","60","0","0","0","366","unassigned","N","","",""
"2026-07-28","SS-BAMBOO-NAVY-BLUE-TWIN-4PCS","X004D8Q4NX","B0DDTZ4C2J","SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets Twin Size 4pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Navy Blue)","New","15","0","0","0","0","2","13","0","0","USD","0","3","5","5","","54.99","0.0","54.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","945.14","0.27","0.202365","cubic feet","Standard","3.035475","US","gl_home","86667","244","15","20","39","52.69","0.0","164.97","281.95","281.95","0","0","0","15","0","19.01","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","8","8.82","7","8.07","0","0.0","0","0.0","0","0.0","334.0","3","Excess","","","2026-07-27","Yes","No","169.0","334.0","2026-07-25","15","0","0","0","244","unassigned","N","","",""
"2026-07-28","SL-CLG-COMF-BLUE/DARK-GREY-FULL","X004ZEZ1YX","B0GHSH1BJK","SLEEPHORIA Cooling Comforter - BreezeWeave Cooling Blanket Full Size for Hot Sleepers & Deep Rest - Cloud Soft, Breathable, Ultra Durable, Easy Care, Reversible - 86 x 82 in (Blue & Dark Grey)","New","20","4","0","25","0","0","0","0","0","USD","4","5","5","5","","59.99","0.0","54.99","0.0","Edit listing","","","0","0","","0.13","0.571423","cubic feet","Standard","11.42846","US","gl_home","67231","38","0","16","52","54.99","219.96","309.95","309.95","309.95","0","8","17","0","0","","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","177.8","16","Healthy","","","2026-07-27","Yes","No","73.4","177.8","2026-07-25","24","0","0","0","38","unassigned","N","","",""
"2026-07-28","SL-COOLING-SHEET-QUEEN-REGAL-PURPLE","X004OCWKNL","B0F7LY4DSG","SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC Queen Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Regal Purple)","New","90","91","0","184","0","0","0","0","0","USD","9","13","13","14","","64.99","0.0","64.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.3","0.320047","cubic feet","Standard","28.80423","US","gl_home","82219","173","0","27","83","64.99","584.91","844.87","844.87","909.86","184","0","0","0","0","44.23","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","171.3","55","Healthy","","","2026-07-27","Yes","No","171.3","145.4","2026-07-25","181","0","1","0","174","unassigned","N","","",""
"2026-07-28","LINEN-CURTAIN-52x96-LIGHT-BEIGE-2-PCS","X004NSHDQF","B0F639YZ3D","DECOLURE Linen Blackout Curtains - SunShield 96 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 96 Length x 52 in (Light Beige)","New","78","0","0","9","0","0","69","0","0","USD","0","2","2","2","Low traffic","32.99","0.0","32.99","0.0","Advertise listing","","28.06","41","0","6004.76","0.03","0.271391","cubic feet","Standard","21.168498","US","gl_home","456744","366","78","156","507","32.99","0.0","65.98","65.98","65.98","0","0","9","0","69","153.43","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","27","43.23","42","78.63","0","0.0","3455.5","4","Excess","","","2026-07-27","Yes","No","1177.0","3455.5","2026-07-25","78","0","0","0","366","unassigned","N","","",""
"2026-07-28","SL-BOHO-BLANKET-BUTTERFLY-60x80-1-PC","X004ZA3I33","B0GGT3PZ8K","SLEEPHORIA 100% Uzbek Cotton Boho Throw Blanket - Heavyweight Cotton Throw Blanket for Bed - Reversible Woven Vintage Floral Decorative for Couch Sofa - Soft Bohemian 60"" x 80"" (Butterfly)","New","955","1","0","956","0","0","0","0","0","USD","","","","","Low traffic","34.99","0.0","34.99","0.0","Advertise listing","","","0","0","","0.0","0.442477","cubic feet","Standard","422.565535","US","gl_home","","366","0","","","34.99","","","","","0","356","600","0","0","","0","0","0","0","","8","4","","","","","","","","","","","","","","","","","2014.1","","","","","2026-07-27","Yes","No","991.3","2014.1","2026-07-25","956","8","0","0","366","unassigned","N","","",""
"2026-07-28","SS-SATIN-BABY-BLUE-QUEEN-4PCS","X004D7K9C1","B0DDRFM554","SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Baby Blue)","","0","0","0","3","4","0","0","0","0","USD","6","41","61","113","","0.0","0.0","0.0","0.0","CreateShippingPlan","","","0","0","","1.85","0.319041","cubic feet","Standard","0.0","US","gl_home","8682","0","0","0","0","27.56","174.36","1308.37","1987.37","3768.77","0","2","1","0","0","","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","45.4","98","Out of stock","202","2026-07-28","2026-07-27","Yes","No","17.4","45.4","2026-07-25","0","0","0","0","0","unassigned","N","","",""
"2026-07-28","CHAIR MAT-MODERN BLACK","X0043CNZJF","B0CRM28D2Y","DECOLURE Office Chair Mat for Hardwood Floor, 36""x48"", Computer Desk Chair Mat for Hard Floor, Desk Rug for Home, Noise Reducing Rolling Chair Mat, Smooth Anti-Slip Floor Protector (Modern Black)","New","222","0","0","0","0","0","0","0","222","USD","","","","","Low traffic","38.95","0.0","38.95","0.0","Create removal order","","0.0","0","0","16028.19","0.0","0.255208","cubic feet","Oversize","56.656176","US","gl_office_product","1269349","366","222","","","38.95","","","","","0","0","0","0","0","475.27","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","222","447.59","","","Excess","","","","","","","","2026-07-25","222","0","0","0","366","unassigned","N","","",""
"2026-07-28","SATIN-3PC-TWIN-NAVY BLUE","X0042VL7JH","B0CQRZ6KRR","DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Navy Blue)","New","42","19","0","1","50","10","0","0","0","USD","8","23","32","43","","25.95","0.0","25.95","0.0","NoRestockExcessActionRequired","","0.0","0","0","10.54","0.47","0.185385","cubic feet","Standard","7.78617","US","gl_home","4372","133","0","7","12","25.95","209.4","606.3","864.46","1169.29","0","0","1","10","0","12.89","0","0","0","0","","1","0","54","5.0","4","0.74","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","195.7","23","Healthy","","","2026-07-27","Yes","No","100.7","195.7","2026-07-25","61","0","1","0","135","unassigned","N","","",""
"2026-07-28","SATIN-FITTED-TWIN-IVORY","X004CBT2XP","B0DBW6FW27","DECOLURE Satin Fitted Sheet Twin Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Ivory)","New","69","1","0","64","0","8","0","0","0","USD","9","21","37","61","","16.95","0.0","16.95","0.0","NoRestockExcessActionRequired","","0.0","0","0","6.6","0.79","0.130499","cubic feet","Standard","9.004431","US","gl_home","9976","238","0","13","14","16.95","152.55","326.05","596.37","899.61","42","22","0","8","0","16.73","0","0","0","0","","2","0","1","0.07","7","0.91","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","114.4","20","Healthy","","","2026-07-27","Yes","No","114.4","114.0","2026-07-25","70","2","0","0","244","unassigned","N","","",""
"2026-07-28","SATIN-CHAMPAGNE-FULL","X003RX7APB","B0BZPYNXPB","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Champagne)","New","90","37","0","76","2","6","3","4","38","USD","5","14","34","48","","26.95","0.0","26.95","0.0","NoRestockExcessActionRequired","","0.0","0","0","156.25","0.43","0.189827","cubic feet","Standard","17.08443","US","gl_home","4372","275","50","25","24","26.95","134.75","401.38","988.62","1422.86","44","8","24","8","1","149.0","0","0","0","0","","1","0","1","0.09","6","1.14","0","0.0","0","0.0","2","2.16","0","0.0","4","5.24","39","58.5","250.5","30","Excess","","","2026-07-27","Yes","No","221.9","250.5","2026-07-25","127","1","0","0","278","unassigned","N","","",""
"2026-07-28","LINEN-CURTAIN-52x90-NATURAL-2-PCS","X004NSU7QD","B0F639T5K2","DECOLURE Linen Blackout Curtains - SunShield 90 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 90 Length x 52 in (Natural)","New","29","0","0","0","1","0","29","0","0","USD","0","0","0","0","Low traffic","32.99","0.0","32.99","0.0","Lower price","","0.0","0","0","1798.5","0.0","0.232704","cubic feet","Standard","6.748416","US","gl_home","456744","366","29","","","22.99","0.0","0.0","0.0","0.0","0","0","0","0","29","46.84","0","0","0","0","","2","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","12","16.46","17","27.34","0","0.0","","3","Excess","","","","","","","","2026-07-25","29","1","1","0","366","unassigned","N","","",""
"2026-07-28","LINEN-CURTAIN-52x90-IVORY-2-PCS","X004NSXDMD","B0F639VT23","DECOLURE Linen Blackout Curtains - SunShield 90 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 90 Length x 52 in (Ivory)","New","37","0","0","0","0","0","38","0","0","USD","0","0","2","2","Low traffic","32.99","0.0","32.99","0.0","Create removal order","","31.99","9","0","1977.89","0.05","0.199952","cubic feet","Standard","7.398224","US","gl_home","456744","366","37","","240","32.99","0.0","0.0","65.98","65.98","0","0","0","0","38","54.58","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8","9.44","30","41.4","0","0.0","","2","Excess","","","","","","","1750.5","2026-07-25","37","0","0","0","366","unassigned","N","","",""
