"snapshot-date","sku","fnsku","asin","product-name","condition","available","fc-transfer","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-366-to-455-days","inv-age-456-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","DEPRECATED healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","no-sale-last-6-months","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-181-210-days","estimated-ais-181-210-days","quantity-to-be-charged-ais-211-240-days","estimated-ais-211-240-days","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-366-455-days","estimated-ais-366-455-days","quantity-to-be-charged-ais-456-plus-days","estimated-ais-456-plus-days","historical-days-of-supply","fba-minimum-inventory-level","fba-inventory-level-health-status","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory-Level fee?","Low-Inventory-Level fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Processing","Reserved Customer Order","Reserved Staging","Total Days of Supply (including units from open shipments)","supplier","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-07-28","SATIN-CHAMPAGNE-KING","X003RX7APL","B0BZPXJH4Q","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Champagne - 01)","New","29","7","0","10","27","0","0","0","0","USD","3","12","55","116","Low traffic","33.95","0.0","33.95","0.0","CreateShippingPlan","","0.0","0","0","0.0","1.34","0.253113","cubic feet","Standard","7.340277","US","gl_home","1021344","103","0","9","3","33.95","105.22","403.86","1881.75","4007.15","2","5","3","0","0","2.39","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","122.3","12","Healthy","","","2026-07-27","Yes","No","122.3","66.1","2026-07-25","36","1","0","0","106","unassigned","N","","",""
"2026-07-28","SATIN-ROSEWOOD-KING-6PCS","X003UMBN11","B0C7FP1L1V","DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Rosewood)","","0","0","0","3","2","0","0","0","0","USD","15","46","90","123","","0.0","0.0","30.95","0.0","CreateShippingPlan","","","0","0","","1.68","0.233992","cubic feet","Standard","0.0","US","gl_home","15592","0","0","0","0","30.95","468.24","1455.49","2850.09","3938.43","0","1","2","0","0","","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","55.5","52","Out of stock","124","2026-07-28","2026-07-27","Yes","No","19.4","55.5","2026-07-25","0","1","0","0","0","unassigned","N","","",""
"2026-07-28","SL-COOLING-FITTED-KING-WHITE","X004OD8BAV","B0F7M3YQ5R","SLEEPHORIA Cooling Fitted Sheet King Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 73 x 77 in (White)","New","144","188","0","335","0","0","0","0","0","USD","40","74","76","82","","36.99","0.0","34.99","0.0","NoExcessInventory","","0.0","0","0","0.0","0.94","0.16356","cubic feet","Standard","23.55264","US","gl_home","26032","70","0","8","23","34.99","1399.6","2612.26","2688.24","2886.18","335","0","0","0","0","117.1","5","0","0","5","","4","0","","","","","","","","","","","","","","","","","60.5","181","Healthy","","","2026-07-27","No","No","60.5","54.4","2026-07-25","337","3","1","0","71","unassigned","N","","",""
"2026-07-28","BM-QUEEN-PINK","X0045ATWR9","B0CWJ2X18T","DECOLURE Cooling Sheets Queen Set 4pcs - Luxurious & Ultra-Soft Cooling Bed Sheets Queen Size for Hot Sleepers - Comfortable Bamboo Viscose Microfiber Queen Bed Sheets Set Cooling (Pink)","New","27","1","0","2","8","22","0","0","0","USD","13","48","92","122","","37.95","0.0","37.94","0.0","CreateShippingPlan","","0.0","0","0","0.0","1.22","0.218001","cubic feet","Standard","5.886027","US","gl_home","71718","18","0","2","2","37.94","493.22","1813.87","3462.77","4622.27","2","0","0","22","0","7.62","0","0","0","0","","2","0","1","0.11","22","4.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","78.6","49","Low stock","62","2026-08-04","2026-07-27","Yes","No","34.6","78.6","2026-07-25","28","1","1","0","20","unassigned","N","","",""
"2026-07-28","SATIN-RED-FULL","X002O64ILV","B08KRHBD49","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Red)","New","73","30","0","108","0","0","0","0","0","USD","7","42","80","114","","29.95","0.0","29.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","1.38","0.219381","cubic feet","Standard","16.014813","US","gl_home","4372","85","0","6","8","29.94","209.59","1247.54","2372.79","3476.69","108","0","0","0","0","14.4","0","0","0","0","","3","1","","","","","","","","","","","","","","","","","51.7","67","Healthy","55","2026-08-04","2026-07-27","Yes","No","48.9","51.7","2026-07-25","103","1","2","0","88","unassigned","N","","",""
"2026-07-28","BAMBOO-QUEEN-PURPLE","X003TODVH9","B0BZQ3ZGNG","DECOLURE 100% Viscose Derived from Bamboo Sheets Queen Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Purple)","New","51","1","0","63","0","0","0","0","0","USD","8","58","73","91","","79.99","0.0","79.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","2.43","0.266028","cubic feet","Standard","13.567428","US","gl_home","9485","87","0","6","12","79.99","619.92","4533.42","5687.27","7056.54","63","0","0","0","0","9.0","36","0","30","6","","3","0","","","","","","","","","","","","","","","","","39.1","88","Low stock","84","2026-08-04","2026-07-27","Yes","No","39.1","33.5","2026-07-25","88","2","1","0","91","unassigned","N","","",""
"2026-07-28","BAMBOO-KING-BURGUNDY-NEW","X0043AHR7X","B0CRHYYVZQ","DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Burgundy)","New","381","0","0","392","0","0","0","0","0","USD","25","83","212","281","","84.99","0.0","71.24","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.84","0.327007","cubic feet","Standard","124.589667","US","gl_home","9485","222","0","21","20","84.99","1802.25","6330.44","16031.93","21699.99","138","102","152","0","0","84.31","71","0","48","23","","7","0","","","","","","","","","","","","","","","","","116.2","147","Healthy","","","2026-07-27","Yes","No","105.8","116.2","2026-07-25","452","4","3","0","227","unassigned","N","","",""
"2026-07-28","SL-COOLING-FITTED-QUEEN-WHITE","X004OD09D3","B0F7M5PNCT","SLEEPHORIA Cooling Fitted Sheet Queen Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 57 x 77 in (White)","New","141","102","0","252","0","0","0","0","0","USD","24","64","114","234","","33.99","0.0","31.99","0.0","GoToRestock","","0.0","0","0","0.0","1.97","0.149204","cubic feet","Standard","21.037764","US","gl_home","26032","77","0","8","7","31.99","765.76","1975.36","3474.86","7103.66","252","0","0","0","0","115.89","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","45.5","122","Healthy","","","2026-07-27","No","No","45.5","27.3","2026-07-25","243","0","1","0","77","unassigned","N","","",""
"2026-07-28","SL-CLG-COMF-LIGHT-GREY/DARK-GREY-FULL","X004ZF6ONJ","B0GHSG5G12","SLEEPHORIA Cooling Comforter - BreezeWeave Cooling Blanket Full Size for Hot Sleepers & Deep Rest - Cloud Soft, Breathable, Ultra Durable, Easy Care, Reversible - 86 x 82 in (Light Grey & Dark Grey)","New","120","0","0","125","0","0","0","0","0","USD","9","11","12","12","","59.99","0.0","54.99","0.0","Edit listing","","","0","0","","0.09","0.704123","cubic feet","Standard","84.49476","US","gl_home","67231","99","0","43","130","54.99","494.91","674.89","764.88","764.88","1","37","87","0","0","","0","0","0","0","","3","0","","","","","","","","","","","","","","","","","245.3","20","Healthy","","","2026-07-27","Yes","No","111.2","245.3","2026-07-25","120","2","1","0","101","unassigned","N","","",""
"2026-07-28","BAMBOO-KING-BURGUNDY-6PCS","X004386ZL9","B0CQ32NPF5","DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Burgundy)","New","11","1","0","19","0","0","0","0","0","USD","14","52","52","52","","89.99","0.0","89.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","3.71","0.347283","cubic feet","Standard","3.820113","US","gl_home","9357","70","0","15","51","89.99","1219.86","4416.56","4416.56","4416.56","19","0","0","0","0","0.75","196","84","112","0","","6","0","","","","","","","","","","","","","","","","","32.9","133","Low stock","38","2026-08-04","2026-07-27","No","No","27.5","32.9","2026-07-25","208","5","1","0","118","unassigned","N","","",""
"2026-07-28","DC-BAMBOO-FITTED-QUEEN-LIGHT-GREY-1PC","X004W87P5Z","B0FX2TPJ2J","DECOLURE 100% Viscose Derived from Bamboo Fitted Sheet | Queen Size Fitted Sheet Only | Ultra Soft Cooling Sheets for Hot Sleepers, 17"" Deep Pocket w/Corner Straps, Breathable, Oeko-Tex (Light Grey)","New","83","4","0","88","0","0","0","0","0","USD","7","24","24","24","","31.95","0.0","31.95","0.0","NoRestockExcessActionRequired","","","0","0","","0.28","0.227894","cubic feet","Standard","18.915202","US","gl_home","40126","77","0","13","44","31.95","223.65","730.8","730.8","730.8","0","0","88","0","0","","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","147.0","62","Healthy","27","2026-08-04","2026-07-27","Yes","No","122.0","147.0","2026-07-25","87","1","0","0","77","unassigned","N","","",""
"2026-07-28","SATIN-4PC-KING-SAGE GREEN","X0042WN5MX","B0CQRWY3Y7","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Sage Green)","","0","0","0","1","0","0","0","0","0","USD","8","27","68","99","","0.0","0.0","0.0","0.0","CreateShippingPlan","","","0","0","","1.82","0.257489","cubic feet","Standard","0.0","US","gl_home","4372","0","0","0","0","33.95","271.6","913.34","2285.43","3353.88","1","0","0","0","0","","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","46.4","48","Out of stock","97","2026-07-26","2026-07-27","Yes","No","12.0","46.4","2026-07-25","0","0","1","0","1","unassigned","N","","",""
"2026-07-28","SATIN-STRIPE-FULL-WHITE--6-PCS","X003UOAM39","B0C7K2B1Y3","DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped White)","New","64","0","0","0","1","0","0","60","3","USD","0","4","10","14","","27.95","0.0","26.96","0.0","Edit listing","","0.0","0","0","3899.2","0.19","0.225745","cubic feet","Standard","14.44768","US","gl_home","15592","366","64","64","59","26.96","0.0","118.3","296.5","416.3","0","0","0","0","0","108.83","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","60","93.49","3","5.35","462.9","5","Excess","","","2026-07-27","Yes","No","396.4","462.9","2026-07-25","64","0","0","0","366","unassigned","N","","",""
"2026-07-28","SATIN-FITTED-QUEEN-BABY-BLUE","X004CBS4O3","B0DBW19662","DECOLURE Satin Fitted Sheet Queen Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Baby Blue)","New","83","1","0","90","4","0","0","0","0","USD","16","74","149","227","","17.95","0.0","17.94","0.0","CreateShippingPlan","","0.0","0","0","0.0","1.4","0.161166","cubic feet","Standard","13.376778","US","gl_home","9976","39","0","4","4","17.94","287.04","1318.22","2658.07","4072.17","7","82","1","0","0","6.57","0","0","0","0","","4","0","","","","","","","","","","","","","","","","","67.1","89","Low stock","146","2026-08-04","2026-07-27","Yes","No","46.7","67.1","2026-07-25","84","4","0","0","41","unassigned","N","","",""
"2026-07-28","SL-CLG-COMF-PINK/BEIGE-TWIN","X004OD9ZVF","B0F7M32FVR","SLEEPHORIA Cooling Comforter - BreezeWeave Cooling Blanket Twin Size for Hot Sleepers & Deep Rest - Cloud Soft, Breathable, Ultra Durable, Easy Care, Reversible - 68 x 90 in (Pink & Beige)","New","280","0","0","10","105","165","0","0","0","USD","2","3","9","16","","54.99","0.0","54.99","0.0","Edit listing","","53.55","52","0","34130.2","0.06","0.635656","cubic feet","Standard","177.98368","US","gl_home","67231","366","271","373","227","54.99","109.98","164.97","502.16","887.09","8","2","0","165","0","233.29","0","0","0","0","","1","0","214","68.0","53","33.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2818.0","4","Excess","","","2026-07-27","Yes","No","2818.0","1584.2","2026-07-25","280","1","0","0","366","unassigned","N","","",""
"2026-07-28","SATIN-TWIN-BLUE","X002IU4AAR","B0839KG4VY","DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Blue)","New","51","0","0","0","25","18","10","0","0","USD","3","11","25","29","","25.95","0.0","25.95","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.4","0.199042","cubic feet","Standard","10.151142","US","gl_home","4372","137","0","18","22","25.95","80.44","295.83","678.94","817.74","0","0","0","28","0","20.98","0","0","0","0","","1","0","12","1.2","0","0.0","6","1.79","16","17.35","0","0.0","0","0.0","0","0.0","0","0.0","243.3","21","Healthy","","","2026-07-27","Yes","No","142.2","243.3","2026-07-25","51","1","0","0","140","unassigned","N","","",""
"2026-07-28","SL-CLG-COMF-BLUE/LIGHT-GREY-FULL","X004ZF0CL9","B0GHSLKMHJ","SLEEPHORIA Cooling Comforter - BreezeWeave Cooling Blanket Full Size for Hot Sleepers & Deep Rest - Cloud Soft, Breathable, Ultra Durable, Easy Care, Reversible - 86 x 82 in (Blue & Light Grey)","New","17","8","0","26","0","0","0","0","0","USD","3","4","4","4","","59.99","0.0","54.99","0.0","Edit listing","","","0","0","","0.12","0.571423","cubic feet","Standard","9.714191","US","gl_home","67231","54","0","17","55","59.99","164.97","254.96","254.96","254.96","0","8","18","0","0","","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","165.5","15","Healthy","","","2026-07-27","Yes","No","69.5","165.5","2026-07-25","25","0","0","0","54","unassigned","N","","",""
"2026-07-28","BAMBOO-QUEEN-WHITE-6PCS","X00438KTCP","B0CQ2ZWGNQ","DECOLURE 100% Viscose Derived from Bamboo Sheets Queen Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (White)","New","216","635","0","873","0","0","0","0","0","USD","91","332","661","884","","84.99","0.0","72.24","68.63","CreateShippingPlan","","0.0","0","0","0.0","1.39","0.31146","cubic feet","Standard","67.27536","US","gl_home","9357","126","0","2","3","72.24","6599.34","25500.08","51724.55","70078.16","758","115","0","0","0","878.85","5","0","0","5","","11","0","","","","","","","","","","","","","","","","","49.4","322","Healthy","","","2026-07-27","No","No","34.1","49.4","2026-07-25","856","10","1","0","127","unassigned","N","","",""
"2026-07-28","BAMBOO-KING-NAVYBLUE","X002O4Z1AF","B08KQK9WCY","DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Navy Blue)","New","79","259","0","349","0","0","0","0","0","USD","16","74","194","322","","84.99","0.0","84.99","0.0","CreateShippingPlan","","0.0","0","0","0.0","1.9","0.339245","cubic feet","Standard","26.800355","US","gl_home","9485","129","0","8","6","84.99","1349.84","6092.45","15674.99","25759.1","349","0","0","0","0","71.36","78","78","0","0","","3","1","","","","","","","","","","","","","","","","","46.1","147","Healthy","","","2026-07-27","Yes","No","46.1","32.3","2026-07-25","416","3","0","0","158","unassigned","N","","",""
"2026-07-28","SATIN-FITTED-QUEEN-GOLD","X004CC2WKT","B0DBVZZH8S","DECOLURE Satin Fitted Sheet Queen Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Gold)","New","177","0","0","101","6","78","0","0","0","USD","9","26","70","106","","17.95","0.0","17.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","-0.03","0.51","0.193046","cubic feet","Standard","34.169142","US","gl_home","9976","248","0","27","21","17.94","161.46","464.79","1241.09","1899.04","1","41","59","78","0","112.05","0","0","0","0","","4","0","1","0.1","0","0.0","61","17.66","16","16.83","0","0.0","0","0.0","0","0.0","0","0.0","177.0","54","Healthy","","","2026-07-27","Yes","No","177.0","176.7","2026-07-25","177","3","1","0","253","unassigned","N","","",""
"2026-07-28","SS-SLEEP-MASK-VELCRO-STRAP-MISTY-BLUE","X004NF5UVX","B0F4XS863Y","SLEEP SANCTUARY 100% Pure Mulberry Silk Sleep Mask - 22 Momme Light Blocking Hook & Loop Silk Eye Mask for Sleeping - Secure Fit for Side Sleepers, Women & Men - Cloud Soft (Misty Blue)","New","224","1","0","2","2","0","1","221","0","USD","2","18","60","77","Low traffic","17.99","0.0","17.99","0.0","Create Outlet deal","","13.47","2","0","2611.83","0.29","0.048757","cubic feet","Standard","10.921568","US","gl_drugstore","226928","366","211","49","37","17.99","35.98","298.62","1018.2","1316.99","2","0","0","0","1","82.05","0","0","0","0","","0","0","1","0.02","0","0.0","0","0.0","0","0.0","0","0.0","1","0.29","221","74.4","0","0.0","344.8","25","Excess","","","2026-07-27","Yes","No","344.8","302.5","2026-07-25","225","0","0","0","366","unassigned","N","","",""
"2026-07-28","SL-COOLING-FITTED-QUEEN-BEIGE","X004OCXY0T","B0F7M4HC5F","SLEEPHORIA Cooling Fitted Sheet Queen Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 57 x 77 in (Beige)","New","21","24","0","49","0","0","0","0","0","USD","10","36","55","85","","33.99","0.0","31.99","0.0","GoToRestock","","0.0","0","0","0.0","2.81","0.15096","cubic feet","Standard","3.17016","US","gl_home","26032","30","0","2","3","31.99","319.9","1121.64","1786.45","2696.15","49","0","0","0","0","36.67","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","19.8","46","Low stock","44","2026-08-04","2026-07-27","Yes","No","15.6","19.8","2026-07-25","45","1","0","0","31","unassigned","N","","",""
"2026-07-28","SATIN-IVORY-QUEEN-6PCS","X003UM8ZG7","B0C7FMQP5L","DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Ivory)","New","118","0","0","1","2","32","87","0","0","USD","5","10","19","28","","30.95","0.0","30.95","0.0","NoRestockExcessActionRequired","","0.0","0","0","1213.89","0.22","0.21619","cubic feet","Standard","25.51042","US","gl_home","15592","366","95","47","54","30.95","155.75","315.5","601.45","900.0","1","0","0","119","0","126.06","0","0","0","0","","0","0","1","0.11","31","6.71","1","0.32","4","4.71","83","102.27","0","0.0","0","0.0","0","0.0","406.5","19","Excess","","","2026-07-27","Yes","No","345.5","406.5","2026-07-25","118","0","0","0","366","unassigned","N","","",""
"2026-07-28","BAMBOO-KING-GREY-6PCS","X00438TKIJ","B0CQ32S4ML","DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Grey)","New","302","220","0","530","0","0","0","0","0","USD","17","76","126","196","","89.99","0.0","89.98","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.89","0.32097","cubic feet","Standard","96.93294","US","gl_home","9357","318","0","16","20","89.98","1445.72","6494.55","10720.44","16538.1","523","7","0","0","0","128.82","6","0","0","6","","3","0","","","","","","","","","","","","","","","","","119.3","54","Healthy","","","2026-07-27","Yes","No","119.3","60.5","2026-07-25","528","2","1","0","321","unassigned","N","","",""
"2026-07-28","SATIN-FITTED-TWIN-BLACK","X004CBT2WV","B0DBVZRL8V","DECOLURE Satin Fitted Sheet Twin Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Black)","New","97","42","0","103","48","0","0","0","0","USD","15","80","163","210","","16.95","0.0","16.16","0.0","CreateShippingPlan","","0.0","0","0","0.25","1.02","0.14786","cubic feet","Standard","14.34242","US","gl_home","9976","96","0","4","6","16.16","242.19","1333.23","2720.73","3502.07","101","1","1","0","0","13.7","1","0","0","1","","6","0","","","","","","","","","","","","","","","","","77.6","71","Healthy","","","2026-07-27","No","No","39.1","77.6","2026-07-25","140","5","1","0","101","unassigned","N","","",""
"2026-07-28","SS-SATIN-STRIPED-RED-QUEEN-4PCS","X004D7LWN1","B0DDR852CS","SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Red)","New","182","1","0","0","1","1","0","0","185","USD","17","37","45","56","","33.95","31.95","22.45","0.0","NoRestockExcessActionRequired","","0.0","0","0","7799.19","0.22","0.2965","cubic feet","Standard","53.963","US","gl_home","8682","303","162","19","42","33.95","432.42","1067.34","1334.57","1708.02","0","0","0","1","0","456.02","0","0","0","0","","5","0","0","0.0","1","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","185","433.31","412.5","45","Excess","","","2026-07-27","Yes","No","209.8","412.5","2026-07-25","183","3","2","0","315","unassigned","N","","",""
"2026-07-28","SATIN-STRIPE-TWIN-PURPLE","X0030KQT8Z","B09G6JWVWD","DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Purple)","New","47","0","0","0","0","31","6","0","10","USD","3","5","5","5","","39.95","0.0","25.16","0.0","Edit listing","","0.0","0","0","1737.56","0.1","0.157266","cubic feet","Standard","7.391502","US","gl_home","4372","366","45","37","122","25.16","75.48","131.38","131.38","131.38","0","0","0","37","0","27.8","0","0","0","0","","0","0","0","0.0","31","4.89","0","0.0","3","2.57","0","0.0","3","2.79","0","0.0","10","12.42","937.8","9","Excess","","","2026-07-27","Yes","No","377.8","937.8","2026-07-25","47","0","0","0","366","unassigned","N","","",""
"2026-07-28","SATIN-STRIPE-FULL-PURPLE","X0030KQT8F","B09G6K4PXD","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Purple)","New","52","0","0","0","2","30","20","0","0","USD","3","9","16","21","","25.95","0.0","25.95","0.0","NoRestockExcessActionRequired","","0.0","0","0","1185.44","0.33","0.173024","cubic feet","Standard","8.997248","US","gl_home","4372","286","44","23","32","25.95","81.84","255.7","463.85","613.6","0","0","0","30","20","30.63","0","0","0","0","","0","0","1","0.09","30","5.19","0","0.0","0","0.0","0","0.0","18","18.36","2","2.39","0","0.0","291.6","19","Excess","","","2026-07-27","Yes","No","187.1","291.6","2026-07-25","52","0","0","0","286","unassigned","N","","",""
"2026-07-28","SATIN-ROSEWOOD-TWIN","X003EKBV2F","B0BG22FCVJ","DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Rosewood)","New","57","1","0","2","1","44","0","13","0","USD","2","15","28","36","","24.95","0.0","24.95","0.0","NoRestockExcessActionRequired","","0.0","0","0","148.45","0.43","0.164771","cubic feet","Standard","9.391947","US","gl_home","4372","178","29","15","20","24.95","49.9","411.84","775.99","1009.18","1","1","0","44","0","25.34","0","0","0","0","","1","0","0","0.0","44","7.22","0","0.0","0","0.0","0","0.0","0","0.0","13","14.79","0","0.0","185.0","21","Excess","","","2026-07-27","Yes","No","111.7","185.0","2026-07-25","58","0","1","0","182","unassigned","N","","",""
"2026-07-28","SS-SATIN-BLUE-QUEEN-4PCS","X004D7COYH","B0DDRNW3GF","SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Blue)","New","27","0","0","13","16","0","0","0","0","USD","4","15","29","54","","33.95","31.95","27.56","26.18","CreateShippingPlan","","0.0","0","0","0.0","1.06","0.281277","cubic feet","Standard","7.594479","US","gl_home","8682","28","0","7","6","33.95","110.24","480.3","955.6","1819.35","0","0","13","0","0","3.64","0","0","0","0","","2","0","","","","","","","","","","","","","","","","","85.4","50","Low stock","68","2026-08-03","2026-07-27","Yes","No","69.2","85.4","2026-07-25","27","1","1","0","29","unassigned","N","","",""
"2026-07-28","SS-BAMBOO-BLACK-CALIFKING-6PCS","X004D8NNBT","B0DDTY8HFR","SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets California King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Black)","New","7","0","0","0","0","0","8","0","0","USD","2","2","6","7","","69.99","0.0","69.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","726.65","0.55","0.302756","cubic feet","Standard","2.119292","US","gl_home","86667","66","0","14","13","69.99","139.98","139.98","440.94","510.93","0","0","0","8","0","13.26","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","4","6.6","4","6.91","0","0.0","0","0.0","0","0.0","264.0","5","Healthy","","","2026-07-27","Yes","No","264.0","170.0","2026-07-25","7","0","0","0","66","unassigned","N","","",""
