snapshot-date,sku,fnsku,asin,product-name,condition,available,pending-removal-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-366-to-455-days,inv-age-456-plus-days,currency,units-shipped-t7,units-shipped-t30,units-shipped-t60,units-shipped-t90,alert,your-price,sales-price,lowest-price-new-plus-shipping,lowest-price-used,recommended-action,DEPRECATED healthy-inventory-level,recommended-sales-price,recommended-sale-duration-days,recommended-removal-quantity,estimated-cost-savings-of-recommended-actions,sell-through,item-volume,volume-unit-measurement,storage-type,storage-volume,marketplace,product-group,sales-rank,days-of-supply,estimated-excess-quantity,weeks-of-cover-t30,weeks-of-cover-t90,featuredoffer-price,sales-shipped-last-7-days,sales-shipped-last-30-days,sales-shipped-last-60-days,sales-shipped-last-90-days,inv-age-0-to-30-days,inv-age-31-to-60-days,inv-age-61-to-90-days,inv-age-181-to-330-days,inv-age-331-to-365-days,estimated-storage-cost-next-month,inbound-quantity,inbound-working,inbound-shipped,inbound-received,no-sale-last-6-months,Total Reserved Quantity,unfulfillable-quantity,quantity-to-be-charged-ais-181-210-days,estimated-ais-181-210-days,quantity-to-be-charged-ais-211-240-days,estimated-ais-211-240-days,quantity-to-be-charged-ais-241-270-days,estimated-ais-241-270-days,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-366-455-days,estimated-ais-366-455-days,quantity-to-be-charged-ais-456-plus-days,estimated-ais-456-plus-days,historical-days-of-supply,fba-minimum-inventory-level,fba-inventory-level-health-status,Recommended ship-in quantity,Recommended ship-in date,Last updated date for Historical Days of Supply,Exempted from Low-Inventory-Level fee?,Low-Inventory-Level fee applied in current week?,Short term historical days of supply,Long term historical days of supply,Inventory age snapshot date,Inventory Supply at FBA,Reserved FC Transfer,Reserved FC Processing,Reserved Customer Order,Total Days of Supply (including units from open shipments),supplier,is-seasonal-in-next-3-months,season-name,season-start-date,season-end-date
2026-04-30,SATIN-STRIPE-TWIN-GRAY--6-PCS,X003UOC1QP,B0C7K62XCT,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Grey)",New,34,0,0,0,0,34,0,0,USD,0,0,1,1,Low conversion,27.95,0,27.95,0,Create Outlet deal,,16.97,2,0,918.68,0.03,0.102665,cubic feet,Standard,3.49061,US,gl_home,24922,366,34,,442,27.95,0,0,33.95,33.95,0,0,0,34,0,19.41,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,34,19.93,0,0,0,0,0,0,,2,Excess,,,,,,,3119,2026-04-27,34,0,0,0,366,unassigned,N,,,
2026-04-30,SATIN-IVORY-TWIN-6PCS,X003UMBN93,B0C7FM1K6P,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Ivory)",New,59,0,0,0,1,1,0,58,USD,0,1,1,4,,32.95,0,32.95,0,Create Outlet deal,,15.74,2,0,2875.46,0.07,0.176595,cubic feet,Standard,10.419105,US,gl_home,24922,366,59,236,191,32.95,0,20.24,20.24,93.17,0,0,0,2,0,88.63,0,0,0,0,,0,0,0,0,0,0,0,0,1,0.96,1,1.01,0,0,0,0,58,80.96,1812,4,Excess,,,2026-04-27,Yes,No,1812,1384.3,2026-04-27,59,0,0,0,366,unassigned,N,,,
2026-04-30,LINEN-CURTAIN-52x63-NATURAL-2-PCS,X004NSBSRP,B0F634R6RF,"DECOLURE Linen Blackout Curtains - SunShield 63 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 63 Length x 52 in (Natural)",New,14,0,0,0,14,0,0,0,USD,0,0,0,0,Low traffic,27.99,0,27.99,0,Create removal order,,0,0,0,831.27,0,0.199952,cubic feet,Standard,2.799328,US,gl_home,6805485,366,14,,,27.99,0,0,0,0,0,0,0,14,0,6.19,0,0,0,0,,1,0,0,0,0,0,14,4.2,0,0,0,0,0,0,0,0,0,0,,3,Excess,,,,,,,,2026-04-27,14,0,1,0,366,unassigned,N,,,
2026-04-30,SATIN-STRIPE-KING-GOLD,X0030KP0C1,B09G6K4M5V,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Gold)",,0,0,1,0,0,0,0,0,USD,3,20,48,80,,0,0,0,0,CreateShippingPlan,,,0,0,,1.96,0.232227,cubic feet,Standard,0,US,gl_home,10574,0,0,0,0,33.95,101.85,682.51,1693.11,2779.51,0,0,1,0,0,,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,48.1,39,Out of stock,80,2026-04-29,2026-04-27,Yes,No,17,48.1,2026-04-27,0,0,0,1,1,unassigned,N,,,
2026-04-30,SS-BAMBOO-LIGHT-PINK-QUEEN-6PCS,X004D8Q3HF,B0DDV1PKM6,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets Queen Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Light Pink)",,0,0,1,0,0,0,0,0,USD,0,9,29,47,,0,0,0,0,CreateShippingPlan,,,0,0,,2.04,0.335589,cubic feet,Standard,0,US,gl_home,,0,0,0,0,64.99,0,584.91,1884.71,3094.53,1,0,0,0,0,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,41.1,17,Out of stock,23,2026-04-29,2026-04-27,Yes,No,5.5,41.1,2026-04-27,0,0,0,0,0,unassigned,N,,,
2026-04-30,SS-SATIN-BLACK-FULL-4PCS,X004D7HGNL,B0DDQX824T,"SLEEP SANCTUARY Satin Sheets Full Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Black)",New,0,0,9,0,0,0,0,0,USD,11,11,11,13,,31.95,0,31.95,0,CreateShippingPlan,,,0,0,,1.33,0.24552,cubic feet,Standard,0,US,gl_home,14711,10,0,4,12,31.95,351.45,351.45,351.45,420.35,9,0,0,0,0,,12,0,6,6,,4,0,,,,,,,,,,,,,,,,,60.7,46,Out of stock,63,2026-05-06,2026-04-27,Yes,No,13.4,60.7,2026-04-27,12,0,1,3,13,unassigned,N,,,
2026-04-30,LINEN-CURTAIN-52x72-LINEN-2-PCS,X004NSU9B1,B0F637SXZQ,"DECOLURE Linen Blackout Curtains - SunShield 72 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 72 Length x 52 in (Linen)",New,42,0,1,0,41,0,0,0,USD,0,0,0,0,Low traffic,28.99,0,28.99,0,Advertise listing,,0,0,0,2397.2,0,0.199952,cubic feet,Standard,8.397984,US,gl_home,6173931,366,42,,,28.99,0,0,0,0,0,0,1,41,0,30.56,0,0,0,0,,0,0,0,0,0,0,24,7.2,17,18.53,0,0,0,0,0,0,0,0,,3,Excess,,,,,,,,2026-04-27,42,0,0,0,366,unassigned,N,,,
2026-04-30,SATIN-STRIPE-QUEEN-PURPLE,X0030KQXVN,B09G6L5ZW6,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Purple)",New,40,0,42,0,0,0,0,0,USD,2,17,40,49,,40.95,0,40.95,0,NoRestockExcessActionRequired,,0,0,0,0,1.27,0.245441,cubic feet,Standard,9.81764,US,gl_home,10574,154,0,9,10,31.94,81.9,561.05,1262.67,1559.82,1,41,0,0,0,6.13,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,88.7,24,Healthy,5,2026-05-07,2026-04-27,Yes,No,88.7,69.6,2026-04-27,40,0,1,0,158,unassigned,N,,,
2026-04-30,SATIN-6PC-FULL-DARK GREEN,X004BS2KP1,B0D9QR4PS8,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Dark Green)",New,160,0,1,12,138,9,0,0,USD,0,2,11,16,,29.95,0,29.95,0,Create Outlet deal,,27.26,2,0,8887.98,0.1,0.309086,cubic feet,Standard,49.45376,US,gl_home,24922,366,160,320,130,29.95,0,47.88,311.43,446.18,0,0,1,147,0,122.16,0,0,0,0,,0,0,42,6.49,72,22.25,0,0,30,50.53,6,10.57,3,5.47,0,0,0,0,2407,9,Excess,,,2026-04-27,Yes,No,2407,883.9,2026-04-27,160,0,0,0,366,unassigned,N,,,
2026-04-30,SS-SATIN-BURNT-ORANGE-KING-4PCS,X004D7K7IR,B0DDRL4WTJ,"SLEEP SANCTUARY Satin Sheets King Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Burnt Orange)",New,141,0,12,19,40,68,2,0,USD,3,10,21,31,,35.95,0,35.95,0,Create Outlet deal,,29.36,2,0,1564.68,0.21,0.356311,cubic feet,Standard,50.239851,US,gl_home,14711,366,128,56,59,35.95,107.85,377.46,796.91,1156.41,12,0,0,107,1,202.11,0,0,0,0,,0,0,43,7.66,6,2.14,2,1.07,1,1.94,66,134.01,2,4.2,2,4.92,0,0,454.8,26,Excess,,,2026-04-27,Yes,No,454.8,451.7,2026-04-27,141,0,0,0,366,unassigned,N,,,
2026-04-30,SATIN-6PC-FULL-LAVENDER,X004BS2KU1,B0D9QR6YSH,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Lavender)",New,77,0,49,1,30,9,0,0,USD,0,4,7,13,,29.95,0,29.95,0,Create Outlet deal,,19.47,2,0,3234.3,0.17,0.307072,cubic feet,Standard,23.644544,US,gl_home,24922,366,72,77,77,29.95,0,95.76,203.61,347.31,0,49,0,39,0,55.93,0,0,0,0,,12,0,0,0,0,0,0,0,30,50.2,6,10.5,3,5.44,0,0,0,0,682.5,11,Excess,,,2026-04-27,Yes,No,682.5,489.3,2026-04-27,77,0,12,0,366,unassigned,N,,,
2026-04-30,BM-CALKING-MIDNIGHT-BLACK,X003VHUGB3,B0C9LTYXMQ,DECOLURE Cooling Bed Sheets Cal-King Set 4pcs - Luxurious & Soft California King Size Cooling Sheets for Hot Sleepers - Comfy & Cool California King Bamboo Viscose Microfiber Sheets (Midnight Black),New,12,0,0,13,0,0,0,0,USD,6,19,34,44,,39.95,0,39.95,0,Create Outlet deal,,27.97,2,0,6.41,1.09,0.242794,cubic feet,Standard,2.913528,US,gl_home,99235,52,0,2,3,39.95,239.7,775.05,1390.3,1789.8,0,0,0,0,0,2.06,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,94.2,15,Low stock,17,2026-05-06,2026-04-27,Yes,No,45.6,94.2,2026-04-27,12,0,0,0,52,unassigned,N,,,
2026-04-30,SATIN-GOLD-QUEEN,X002O624MB,B08KRW2BX3,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Gold)",New,119,0,125,0,0,0,0,0,USD,8,63,91,98,,31.95,0,31.95,0,CreateShippingPlan,,0,0,0,0,1.14,0.232784,cubic feet,Standard,27.701296,US,gl_home,10574,54,0,7,15,31.95,255.6,2057.19,2955.27,3178.92,2,123,0,0,0,14.21,0,0,0,0,,5,0,,,,,,,,,,,,,,,,,73.3,148,Low stock,194,2026-05-07,2026-04-27,Yes,No,70.4,73.3,2026-04-27,119,0,4,1,54,unassigned,N,,,
2026-04-30,SS-BAMBOO-LIGHT-GREY-TWIN-4PCS,X004D8VMA3,B0DDTY5FXV,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets Twin Size 4pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Light Grey)",New,25,0,0,1,24,0,0,0,USD,0,1,3,3,,54.99,0,54.99,0,Create Outlet deal,,41.99,2,0,1633.13,0.11,0.202365,cubic feet,Standard,5.059125,US,gl_home,47560,366,25,100,108,54.99,0,54.99,169.97,169.97,0,0,0,24,0,7.85,0,0,0,0,,0,0,6,0.61,18,3.63,0,0,0,0,0,0,0,0,0,0,0,0,808.3,3,Excess,,,2026-04-27,Yes,No,384.5,808.3,2026-04-27,25,0,0,0,366,unassigned,N,,,
2026-04-30,SL-COOLING-FITTED-FULL-NAVY-BLUE,X004OD8B7J,B0F7M6N7BG,"SLEEPHORIA Cooling Fitted Sheet Full Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 52 x 72 in (Navy Blue)",New,51,0,0,0,48,4,0,0,USD,2,10,19,19,,27.99,0,27.99,0,Create Outlet deal,,14.99,2,0,766.6,0.29,0.139328,cubic feet,Standard,7.105728,US,gl_home,33953,196,49,20,34,27.99,57.98,297.9,553.81,553.81,0,0,0,52,0,42.37,0,0,0,0,,0,0,0,0,0,0,0,0,52,39.49,0,0,0,0,0,0,0,0,315.3,,Excess,,,2026-04-27,Yes,No,146.2,315.3,2026-04-27,51,0,0,0,196,unassigned,N,,,
2026-04-30,SS-SATIN-STRIPED-GOLD-KING-4PCS,X004D79ZVH,B0DDQXKZK7,"SLEEP SANCTUARY Satin Sheets King Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Gold)",New,96,0,24,0,1,2,75,0,USD,1,23,71,73,,35.95,0,35.95,0,NoRestockExcessActionRequired,,20.47,18,0,932.31,0.58,0.304116,cubic feet,Standard,29.195136,US,gl_home,14711,366,115,19,20,35.95,35.95,507.77,1570.25,1642.15,24,0,0,2,1,200.6,18,0,12,6,,6,0,0,0,0,0,0,0,1,1.66,1,1.73,0,0,76,159.49,0,0,151.5,27,Excess,,,2026-04-27,Yes,No,121.3,151.5,2026-04-27,120,6,0,0,366,unassigned,N,,,
2026-04-30,SS-BAMBOO-WHITE-KING-6PCS,X004D8VLZ9,B0DDTZ92JW,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (White)",New,242,0,17,16,242,0,0,0,USD,26,111,248,433,,69.99,0,69.99,66.49,GoToRestock,,0,0,0,0,0.91,0.361387,cubic feet,Standard,87.455654,US,gl_home,47560,71,0,8,7,69.99,1779.74,7612.89,17111.52,30053.67,5,7,5,242,0,83.72,0,0,0,0,,26,0,192,34.67,55,19.88,0,0,0,0,0,0,0,0,0,0,0,0,98.7,91,Healthy,,,2026-04-27,No,No,86.1,98.7,2026-04-27,247,5,18,3,77,unassigned,N,,,
2026-04-30,SS-SATIN-STONE-GREY-KING-4PCS,X004D7K9AX,B0DDR1ZPRZ,"SLEEP SANCTUARY Satin Sheets King Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Stone Grey)",New,188,0,50,43,83,19,0,0,USD,15,67,119,154,,35.95,0,35.95,0,NoExcessInventory,,0,0,0,0,0.6,0.23363,cubic feet,Standard,43.92244,US,gl_home,14711,214,0,21,30,35.95,539.25,2408.37,4283.77,5542.02,19,31,0,102,0,56.06,174,66,108,0,,9,1,90,10.5,13,3.04,0,0,4,5.09,19,25.3,0,0,0,0,0,0,152.5,108,Healthy,,,2026-04-27,Yes,No,96.1,152.5,2026-04-27,362,0,9,0,270,unassigned,N,,,
2026-04-30,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,X004NSXDKZ,B0F638RWQV,"DECOLURE Linen Blackout Curtains - SunShield 72 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 72 Length x 52 in (Light Beige)",New,40,0,0,0,48,0,0,0,USD,,,,,Low traffic,28.99,0,28.99,0,Create removal order,,0,0,0,2058.46,0,0.199952,cubic feet,Standard,7.99808,US,gl_home,,,40,,,28.99,,,,,0,0,0,48,0,36.57,0,0,0,0,48,8,0,0,0,0,0,16,4.8,32,34.88,0,0,0,0,0,0,0,0,,,Excess,,,,,,,,2026-04-27,40,0,8,0,,unassigned,N,,,
2026-04-30,SATIN-CHAMPAGNE-FULL-6PCS,X003UM8ZGR,B0C7FSXPC5,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Champagne)",New,82,0,1,3,1,3,0,74,USD,0,4,4,4,,31.95,0,31.95,0,Create Outlet deal,,20.96,2,0,4396.49,0.05,0.193854,cubic feet,Standard,15.896028,US,gl_home,24922,366,82,82,266,31.95,0,107.84,107.84,107.84,1,0,0,3,1,129.45,0,0,0,0,,0,0,0,0,0,0,1,0.29,1,1.06,1,1.11,1,1.14,0,0,74,113.31,1911.5,7,Excess,,,2026-04-27,Yes,No,625.5,1911.5,2026-04-27,82,0,0,0,366,unassigned,N,,,
2026-04-30,SATIN-STRIPE-KING-BLUE,X0030KP0DZ,B09G6JGMY9,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Blue)",New,45,0,1,2,46,0,0,0,USD,3,18,35,57,,33.95,0,33.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.75,0.284089,cubic feet,Standard,12.784005,US,gl_home,10574,56,0,10,10,32.25,101.85,610.97,1205.12,1936.72,1,0,0,46,0,14.45,0,0,0,0,,2,0,24,3.41,22,6.23,0,0,0,0,0,0,0,0,0,0,0,0,134.3,21,Healthy,,,2026-04-27,Yes,No,106.7,134.3,2026-04-27,46,1,0,1,57,unassigned,N,,,
2026-04-30,BAMBOO-KING-TAUPE-6PCS,X00438CIR9,B0CQ3178D7,"DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Taupe)",New,0,0,21,0,0,0,0,0,USD,14,250,752,1328,,89.99,0,89.99,0,CreateShippingPlan,,0,0,0,0,2.24,0.350974,cubic feet,Standard,0,US,gl_home,14195,24,0,15,9,89.99,1284.86,22362.5,64947.71,110885.95,21,0,0,0,0,1.39,960,784,168,8,,37,0,,,,,,,,,,,,,,,,,38.7,430,Low stock,,,2026-04-27,No,No,9,38.7,2026-04-27,982,22,4,11,147,unassigned,N,,,
2026-04-30,SS-SATIN-BABY-BLUE-TWIN-3PCS,X004D7A0HZ,B0DDR9ZDTW,"SLEEP SANCTUARY Satin Sheets Twin Size – 3 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Baby Blue)",New,13,0,0,1,0,13,0,0,USD,2,7,11,17,,29.95,0,29.95,0,NoExcessInventory,,0,0,0,0.02,0.79,0.224182,cubic feet,Standard,2.914366,US,gl_home,14711,69,0,7,9,29.95,59.9,209.63,329.43,509.13,0,0,0,13,0,16.41,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,13,16.61,0,0,0,0,0,0,130.5,10,Healthy,4,2026-05-06,2026-04-27,Yes,No,100.7,130.5,2026-04-27,14,1,0,0,69,unassigned,N,,,
2026-04-30,SATIN-WHITE-FULL,X002O5X15V,B08KRNYD9B,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (White)",New,87,0,8,5,78,0,0,0,USD,2,18,69,101,,29.95,0,29.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.69,0.195072,cubic feet,Standard,16.971264,US,gl_home,10574,114,0,39,22,28.45,59.9,524.1,2069.55,3002.45,2,6,0,78,0,20.23,90,0,90,0,,4,0,2,0.2,77,15.06,0,0,0,0,0,0,0,0,0,0,0,0,145.5,62,Healthy,,,2026-04-27,Yes,No,125.2,145.5,2026-04-27,179,2,2,0,116,unassigned,N,,,
2026-04-30,SL-COOLING-SHEET-QUEEN-BEIGE,X004OCYRZZ,B0F7LX6W9T,"SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC Queen Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Beige)",New,173,0,204,0,0,0,0,0,USD,29,107,176,225,,64.99,0,64.99,0,NoExcessInventory,,0,0,0,0,1.29,0.302363,cubic feet,Standard,52.308799,US,gl_home,32563,97,0,6,9,64.99,1884.71,6953.93,11480.24,14664.75,81,123,0,0,0,32.94,0,0,0,0,,38,0,,,,,,,,,,,,,,,,,84.7,65,Healthy,,,2026-04-27,No,No,76,84.7,2026-04-27,173,0,36,2,120,unassigned,N,,,
2026-04-30,SATIN-FITTED-QUEEN-BLUSH-PINK,X004CBXT4N,B0DBVZBLDK,"DECOLURE Satin Fitted Sheet Queen Size (1 PC) – Luxuriously Smooth & Softer than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Blush Pink)",New,121,0,5,64,76,0,0,0,USD,13,41,88,114,,17.95,0,17.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.52,0.103889,cubic feet,Standard,12.570569,US,gl_home,14844,79,0,11,13,17.95,225.35,717.95,1575.6,2042.3,2,2,1,76,0,11.51,0,0,0,0,,25,0,97,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.2,71,Healthy,,,2026-04-27,Yes,No,142.7,174.2,2026-04-27,121,0,25,0,98,unassigned,N,,,
2026-04-30,SS-SATIN-STRIPED-WHITE-KING-4PCS,X004D7A3EP,B0DDR4D9HP,"SLEEP SANCTUARY Satin Sheets King Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped White)",New,153,0,2,1,2,3,147,0,USD,4,29,52,59,,35.95,0,35.95,0,NoRestockExcessActionRequired,,28.66,16,0,1017.29,0.31,0.307613,cubic feet,Standard,47.064789,US,gl_home,14711,366,121,21,33,35.95,143.8,925.91,1665.28,1916.93,2,0,0,4,1,323.06,0,0,0,0,,1,0,1,0.15,0,0,1,0.46,0,0,1,1.75,2,3.63,147,312.04,0,0,307.2,37,Excess,,,2026-04-27,Yes,No,166.8,307.2,2026-04-27,153,0,1,0,366,unassigned,N,,,
2026-04-30,SL-CLG-PC-WHITE-QUEEN-2PCS,X004OCE4PX,B0F7LKTKKS,"SLEEPHORIA Cooling Pillow Cases - BreezeWeave Queen Size Set of 2 Pillowcases for Hot Sleepers & Cool, Deep Rest - Cloud Soft, Silky Smooth, Ultra Durable, Easy Care, Hidden Zipper (White)",New,21,0,3,28,0,0,0,0,USD,5,39,96,142,,17.99,0,17.99,0,NoExcessInventory,,0,0,0,0,1.42,0.072698,cubic feet,Standard,1.526658,US,gl_home,168211,181,0,34,31,17.99,87.95,693.61,1666.04,2455.58,3,0,0,0,0,0.88,320,160,160,0,,6,0,,,,,,,,,,,,,,,,,61.4,48,Low stock,,,2026-04-27,Yes,No,35.1,61.4,2026-04-27,344,3,0,3,345,unassigned,N,,,
2026-04-30,SS-BAMBOO-LIGHT-OLIVE-CALIFKING-6PCS,X004D8TQVZ,B0DDTXFQ29,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets California King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Light Olive)",New,23,0,0,1,22,0,0,0,USD,0,2,4,4,,69.99,0,69.99,0,Create Outlet deal,,37.49,2,0,1995.09,0.16,0.302756,cubic feet,Standard,6.963388,US,gl_home,47560,366,23,46,74,69.99,0,139.98,284.96,284.96,0,0,0,22,0,11.01,0,0,0,0,,0,0,4,0.6,18,5.46,0,0,0,0,0,0,0,0,0,0,0,0,581,3,Excess,,,2026-04-27,Yes,No,237.7,581,2026-04-27,23,0,0,0,366,unassigned,N,,,
2026-04-30,SS-BAMBOO-LIGHT-BLUE-QUEEN-6PCS,X004D8UXSP,B0DDV1B2T2,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets Queen Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Light Blue)",New,47,0,3,2,40,0,0,0,USD,11,30,69,109,,64.99,0,64.99,0,GoToRestock,,0,0,0,0,1.08,0.322973,cubic feet,Standard,15.179731,US,gl_home,47560,53,0,6,5,64.99,714.89,1944.7,4479.31,7108.91,2,1,0,40,0,12.78,0,0,0,0,,2,0,40,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1,28,Healthy,8,2026-05-06,2026-04-27,Yes,No,64.4,91.1,2026-04-27,48,1,1,0,54,unassigned,N,,,
2026-04-30,SS-BAMBOO-LIGHT-BLUE-FULL-6PCS,X004D8NLQB,B0DDTYHW5S,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets Full 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Light Blue)",New,44,0,1,0,49,0,0,0,USD,1,7,22,29,,59.99,0,59.99,0,Create Outlet deal,,32.49,2,0,380.31,0.45,0.293921,cubic feet,Standard,12.932524,US,gl_home,47560,216,46,25,19,59.99,59.99,419.93,1299.78,1724.71,0,1,0,49,0,21.03,0,0,0,0,,6,0,18,2.63,31,9.09,0,0,0,0,0,0,0,0,0,0,0,0,232.6,11,Excess,,,2026-04-27,Yes,No,232.6,209.8,2026-04-27,50,6,0,0,216,unassigned,N,,,
2026-04-30,SS-BAMBOO-NAVY-BLUE-CALIFKING-6PCS,X004D8Q0IR,B0DDTZ65CP,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets California King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Navy Blue)",New,4,0,1,0,3,0,0,0,USD,2,10,12,16,,69.99,0,69.99,0,Create Outlet deal,,37.49,2,0,12.45,1.21,0.302756,cubic feet,Standard,1.211024,US,gl_home,47560,21,0,1,3,69.99,139.98,699.9,839.88,1124.84,0,1,0,3,0,0.76,0,0,0,0,,0,0,3,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.7,9,Low stock,10,2026-05-05,2026-04-27,Yes,No,32.4,81.7,2026-04-27,4,0,0,0,21,unassigned,N,,,
