snapshot-date,sku,fnsku,asin,product-name,condition,available,pending-removal-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-366-to-455-days,inv-age-456-plus-days,currency,units-shipped-t7,units-shipped-t30,units-shipped-t60,units-shipped-t90,alert,your-price,sales-price,lowest-price-new-plus-shipping,lowest-price-used,recommended-action,DEPRECATED healthy-inventory-level,recommended-sales-price,recommended-sale-duration-days,recommended-removal-quantity,estimated-cost-savings-of-recommended-actions,sell-through,item-volume,volume-unit-measurement,storage-type,storage-volume,marketplace,product-group,sales-rank,days-of-supply,estimated-excess-quantity,weeks-of-cover-t30,weeks-of-cover-t90,featuredoffer-price,sales-shipped-last-7-days,sales-shipped-last-30-days,sales-shipped-last-60-days,sales-shipped-last-90-days,inv-age-0-to-30-days,inv-age-31-to-60-days,inv-age-61-to-90-days,inv-age-181-to-330-days,inv-age-331-to-365-days,estimated-storage-cost-next-month,inbound-quantity,inbound-working,inbound-shipped,inbound-received,no-sale-last-6-months,Total Reserved Quantity,unfulfillable-quantity,quantity-to-be-charged-ais-181-210-days,estimated-ais-181-210-days,quantity-to-be-charged-ais-211-240-days,estimated-ais-211-240-days,quantity-to-be-charged-ais-241-270-days,estimated-ais-241-270-days,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-366-455-days,estimated-ais-366-455-days,quantity-to-be-charged-ais-456-plus-days,estimated-ais-456-plus-days,historical-days-of-supply,fba-minimum-inventory-level,fba-inventory-level-health-status,Recommended ship-in quantity,Recommended ship-in date,Last updated date for Historical Days of Supply,Exempted from Low-Inventory-Level fee?,Low-Inventory-Level fee applied in current week?,Short term historical days of supply,Long term historical days of supply,Inventory age snapshot date,Inventory Supply at FBA,Reserved FC Transfer,Reserved FC Processing,Reserved Customer Order,Total Days of Supply (including units from open shipments),supplier,is-seasonal-in-next-3-months,season-name,season-start-date,season-end-date
2026-04-30,BAMBOO-QUEEN-PURPLE,X003TODVH9,B0BZQ3ZGNG,"DECOLURE 100% Viscose Derived from Bamboo Sheets Queen Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Purple)",New,26,0,27,0,0,0,0,0,USD,3,3,5,37,,99.99,0,99.99,0,CreateShippingPlan,,,0,0,,2.28,0.266028,cubic feet,Standard,6.916728,US,gl_home,11515,36,0,66,17,99.99,216.89,216.89,386.87,2766.55,27,0,0,0,0,,24,24,0,0,,0,0,,,,,,,,,,,,,,,,,207,37,Low stock,11,2026-05-06,2026-04-27,Yes,No,207,22.8,2026-04-27,50,0,0,0,65,unassigned,N,,,
2026-04-30,SL-COOLING-FITTED-KING-WHITE,X004OD8BAV,B0F7M3YQ5R,"SLEEPHORIA Cooling Fitted Sheet King Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 73 x 77 in (White)",,0,0,3,0,0,0,0,0,USD,17,129,232,263,,0,0,32.99,0,CreateShippingPlan,,,0,0,,1.67,0.16356,cubic feet,Standard,0,US,gl_home,33953,0,0,0,0,32.99,564.83,4479.71,7857.68,8632.37,2,1,0,0,0,,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,63.9,122,Out of stock,231,2026-04-30,2026-04-27,No,No,18,63.9,2026-04-27,0,0,2,2,0,unassigned,N,,,
2026-04-30,SATIN-RED-FULL,X002O64ILV,B08KRHBD49,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Red)",New,89,0,99,0,0,0,0,0,USD,4,27,41,66,,29.95,0,29.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.98,0.219381,cubic feet,Standard,19.524909,US,gl_home,10574,72,0,13,17,28.45,119.8,804.56,1259.86,2008.61,0,99,0,0,0,11.92,0,0,0,0,,6,0,,,,,,,,,,,,,,,,,126.8,70,Healthy,39,2026-05-06,2026-04-27,Yes,No,126.8,76.4,2026-04-27,89,0,6,0,79,unassigned,N,,,
2026-04-30,SATIN-ROSEWOOD-KING-6PCS,X003UMBN11,B0C7FP1L1V,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Rosewood)",New,116,0,11,0,113,0,0,0,USD,5,38,74,115,,31.95,0,31.95,0,NoExcessInventory,,0,0,0,0,0.63,0.233992,cubic feet,Standard,27.143072,US,gl_home,24922,124,0,12,13,31.95,159.75,1213.86,2379.06,3689.01,3,5,3,113,0,38.19,0,0,0,0,,9,0,0,0,113,26.43,0,0,0,0,0,0,0,0,0,0,0,0,144.6,59,Healthy,,,2026-04-27,Yes,No,112,144.6,2026-04-27,118,2,4,3,132,unassigned,N,,,
2026-04-30,BAMBOO-KING-BURGUNDY-NEW,X0043AHR7X,B0CRHYYVZQ,"DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Burgundy)",New,160,0,180,0,0,0,0,0,USD,20,79,166,280,,84.99,0,84.99,0,NoRestockExcessActionRequired,,0,0,0,0,1.52,0.327007,cubic feet,Standard,52.32112,US,gl_home,11515,156,0,19,18,84.99,1663.46,6484.41,13505.79,22513.13,133,9,38,0,0,49.03,234,120,72,42,,82,0,,,,,,,,,,,,,,,,,55.1,200,Healthy,,,2026-04-27,Yes,No,53.9,55.1,2026-04-27,468,74,8,0,215,unassigned,N,,,
2026-04-30,SATIN-CHAMPAGNE-KING,X003RX7APL,B0BZPXJH4Q,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Champagne)",New,145,0,62,91,0,0,0,0,USD,11,87,155,240,,33.95,0,33.95,0,CreateShippingPlan,,0,0,0,0,0.9,0.253113,cubic feet,Standard,36.701385,US,gl_home,10574,56,0,6,7,33.95,380.25,2710.66,5162.52,7852.14,2,42,18,0,0,19.39,0,0,0,0,,8,0,,,,,,,,,,,,,,,,,104.5,82,Healthy,,,2026-04-27,Yes,No,67.9,104.5,2026-04-27,147,2,6,0,56,unassigned,N,,,
2026-04-30,BM-QUEEN-PINK,X0045ATWR9,B0CWJ2X18T,DECOLURE Cooling Sheets Queen Set 4pcs - Luxurious & Ultra-Soft Cooling Bed Sheets Queen Size for Hot Sleepers - Comfortable Bamboo Viscose Microfiber Queen Bed Sheets Set Cooling (Pink),New,137,0,8,144,0,0,0,0,USD,3,27,64,86,,58.95,0,58.95,0,Create Outlet deal,,27.97,2,0,6727.56,0.43,0.218001,cubic feet,Standard,29.866137,US,gl_home,99235,366,144,20,20,58.95,113.85,1042.65,2446.8,3281.7,1,0,7,0,0,22.22,0,0,0,0,,13,0,,,,,,,,,,,,,,,,,211.4,14,Excess,,,2026-04-27,Yes,No,174.4,211.4,2026-04-27,144,7,6,0,366,unassigned,N,,,
2026-04-30,SL-COOLING-FITTED-QUEEN-WHITE,X004OD09D3,B0F7M5PNCT,"SLEEPHORIA Cooling Fitted Sheet Queen Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 57 x 77 in (White)",New,142,0,3,2,147,0,0,0,USD,24,106,182,205,,29.99,0,29.99,0,NoExcessInventory,,0,0,0,0,0.72,0.149204,cubic feet,Standard,21.186968,US,gl_home,33953,50,0,5,9,29.99,719.76,3336.94,5598.18,6126.95,1,1,1,147,0,105.02,0,0,0,0,,22,0,0,0,0,0,0,0,147,119.54,0,0,0,0,0,0,0,0,143.5,91,Healthy,27,2026-05-07,2026-04-27,Yes,No,67.4,143.5,2026-04-27,152,10,11,1,54,unassigned,N,,,
2026-04-30,SATIN-FITTED-QUEEN-BABY-BLUE,X004CBS4O3,B0DBW19662,"DECOLURE Satin Fitted Sheet Queen Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Baby Blue)",New,216,0,148,78,0,0,0,0,USD,23,75,131,183,,17.95,0,17.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.69,0.161166,cubic feet,Standard,34.811856,US,gl_home,14844,74,0,15,21,17.95,405.85,1332.25,2344.45,3277.85,42,102,4,0,0,22.64,80,80,0,0,,5,0,,,,,,,,,,,,,,,,,130.9,153,Healthy,,,2026-04-27,No,No,98.6,130.9,2026-04-27,297,1,1,3,109,unassigned,N,,,
2026-04-30,SATIN-STRIPE-FULL-WHITE--6-PCS,X003UOAM39,B0C7K2B1Y3,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped White)",New,78,0,1,0,0,60,10,8,USD,1,8,16,18,,29.95,0,29.95,0,Create Outlet deal,,17.47,2,0,3044.02,0.2,0.225745,cubic feet,Standard,17.60811,US,gl_home,24922,366,78,39,56,29.95,29.95,184.7,359.4,419.3,1,0,0,60,0,114.92,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,60,77.2,0,0,10,15.58,8,14.27,476.2,8,Excess,,,2026-04-27,Yes,No,223.9,476.2,2026-04-27,78,0,0,0,366,unassigned,N,,,
2026-04-30,SATIN-FITTED-FULL-ROSEWOOD,X004CBTSGV,B0DBW17KGC,"DECOLURE Satin Fitted Sheet Full Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Rosewood)",New,6,0,0,9,0,0,0,0,USD,4,10,13,21,,17.95,0,17.95,0,CreateShippingPlan,,0,0,0,0,1.08,0.129981,cubic feet,Standard,0.779886,US,gl_home,14844,27,0,2,3,17.95,68.8,170.5,224.35,372.95,0,0,0,0,0,0.38,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,106.2,15,Low stock,19,2026-05-06,2026-04-27,Yes,No,73.5,106.2,2026-04-27,6,0,0,0,27,unassigned,N,,,
2026-04-30,SATIN-TWIN-BLUE,X002IU4AAR,B0839KG4VY,"DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Blue)",New,83,0,25,18,18,22,0,0,USD,0,5,14,24,,36.95,0,36.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.29,0.199042,cubic feet,Standard,16.520486,US,gl_home,10574,283,0,66,44,36.95,0,139.71,391.26,679.16,1,18,6,40,0,30.79,0,0,0,0,,0,0,18,1.8,6,1.2,0,0,0,0,22,24.94,0,0,0,0,0,0,506,20,Healthy,,,2026-04-27,Yes,No,506,317.9,2026-04-27,83,0,0,0,283,unassigned,N,,,
2026-04-30,SATIN-4PC-KING-SAGE GREEN,X0042WN5MX,B0CQRWY3Y7,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Sage Green)",New,104,0,37,11,60,0,0,0,USD,6,61,117,180,,33.95,0,33.95,0,CreateShippingPlan,,0,0,0,0,0.95,0.257489,cubic feet,Standard,26.778856,US,gl_home,10574,57,0,6,7,33.95,203.7,1932.44,3840.99,5939.05,2,2,33,60,0,23.77,0,0,0,0,,2,0,2,0.26,59,15.2,0,0,0,0,0,0,0,0,0,0,0,0,98.1,96,Healthy,113,2026-05-06,2026-04-27,Yes,No,67.4,98.1,2026-04-27,105,1,0,1,57,unassigned,N,,,
2026-04-30,SL-CLG-COMF-PINK/BEIGE-TWIN,X004OD9ZVF,B0F7M32FVR,"SLEEPHORIA Cooling Comforter - BreezeWeave Cooling Blanket Twin Size for Hot Sleepers & Deep Rest - Cloud Soft, Breathable, Ultra Durable, Easy Care, Reversible - 68 x 90 in (Pink & Beige)",New,245,0,105,182,0,0,0,0,USD,3,14,25,27,,54.99,0,54.99,0,Create Outlet deal,,45.49,2,0,23997.08,0.09,0.635656,cubic feet,Standard,155.73572,US,gl_home,285939,366,238,70,117,54.99,164.97,769.86,1374.75,1484.73,0,3,102,0,0,109.49,0,0,0,0,,43,0,,,,,,,,,,,,,,,,,1058.4,14,Excess,,,2026-04-27,Yes,No,740.9,1058.4,2026-04-27,245,0,41,2,366,unassigned,N,,,
2026-04-30,BAMBOO-QUEEN-WHITE-6PCS,X00438KTCP,B0CQ2ZWGNQ,"DECOLURE 100% Viscose Derived from Bamboo Sheets Queen Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (White)",New,507,0,56,301,268,0,0,0,USD,41,349,654,965,,84.99,0,84.99,0,NoRestockExcessActionRequired,,0,0,0,0,0.85,0.31146,cubic feet,Standard,157.91022,US,gl_home,14195,64,0,9,10,84.99,3319.59,26625.26,51520.96,74849.1,12,9,35,268,0,128.03,288,288,0,0,,129,0,407,63.4,88,27.38,0,0,0,0,0,0,0,0,0,0,0,0,108.2,422,Healthy,189,2026-05-07,2026-04-27,No,No,68.2,108.2,2026-04-27,812,17,109,3,129,unassigned,N,,,
2026-04-30,SATIN-SEA-TEAL-FULL,X003EK6BUR,B0BG1Z32KQ,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Sea Teal)",New,39,0,6,4,36,0,0,0,USD,11,37,54,73,,29.95,0,29.95,0,CreateShippingPlan,,0,0,0,0,0.81,0.191028,cubic feet,Standard,7.450092,US,gl_home,10574,52,0,4,6,28.45,329.45,1085.65,1605.8,2159.35,2,1,3,36,0,7.75,0,0,0,0,,1,0,0,0,36,6.86,0,0,0,0,0,0,0,0,0,0,0,0,109.4,23,Healthy,2,2026-05-06,2026-04-27,Yes,No,61.8,109.4,2026-04-27,40,1,0,0,52,unassigned,N,,,
2026-04-30,SATIN-FITTED-TWIN-BLACK,X004CBT2WV,B0DBVZRL8V,"DECOLURE Satin Fitted Sheet Twin Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Black)",New,255,0,241,39,0,0,0,0,USD,3,21,47,62,,16.95,0,16.95,0,Edit listing,,0,0,0,1007.72,0.32,0.14786,cubic feet,Standard,37.7043,US,gl_home,14844,366,217,48,53,16.95,46.85,335.95,786.65,1048.9,41,200,0,0,0,29.85,0,0,0,0,,24,0,,,,,,,,,,,,,,,,,417.4,42,Excess,,,2026-04-27,Yes,No,417.4,236.2,2026-04-27,275,20,4,0,366,unassigned,N,,,
2026-04-30,BAMBOO-KING-GREY-6PCS,X00438TKIJ,B0CQ32S4ML,"DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Grey)",New,74,0,20,88,0,0,0,0,USD,16,172,278,431,,89.99,0,89.99,0,CreateShippingPlan,,0,0,0,0,1.27,0.32097,cubic feet,Standard,23.75178,US,gl_home,14195,22,0,1,2,89.99,1341.84,13666.28,23162.3,35422.77,4,5,11,0,0,9.45,0,0,0,0,,26,1,,,,,,,,,,,,,,,,,71.3,145,Low stock,156,2026-05-07,2026-04-27,Yes,No,33.2,71.3,2026-04-27,95,21,4,1,22,unassigned,N,,,
2026-04-30,SL-COOLING-FITTED-QUEEN-BEIGE,X004OCXY0T,B0F7M4HC5F,"SLEEPHORIA Cooling Fitted Sheet Queen Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 57 x 77 in (Beige)",New,47,0,0,0,50,0,0,0,USD,9,38,67,76,,29.99,0,29.99,0,GoToRestock,,0,0,0,0,0.78,0.15096,cubic feet,Standard,7.09512,US,gl_home,33953,64,0,4,8,29.99,269.91,1197.62,2075.33,2282.24,0,0,0,50,0,35.85,0,0,0,0,,0,0,0,0,0,0,1,0.23,49,40.31,0,0,0,0,0,0,0,0,126.3,32,Healthy,10,2026-05-06,2026-04-27,Yes,No,55.4,126.3,2026-04-27,47,0,0,0,64,unassigned,N,,,
2026-04-30,BAMBOO-KING-NAVYBLUE,X002O4Z1AF,B08KQK9WCY,"DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Navy Blue)",New,106,0,131,0,0,0,0,0,USD,34,144,373,499,,84.99,79.99,79.99,0,CreateShippingPlan,,0,0,0,0,1.9,0.339245,cubic feet,Standard,35.95997,US,gl_home,11515,50,0,7,6,79.99,2623.74,11072.09,27879.1,37602.22,131,0,0,0,0,24.9,150,108,24,18,,49,1,,,,,,,,,,,,,,,,,41.6,226,Low stock,249,2026-05-07,2026-04-27,No,No,17.2,41.6,2026-04-27,300,44,2,3,72,unassigned,N,,,
2026-04-30,SATIN-FITTED-QUEEN-GOLD,X004CC2WKT,B0DBVZZH8S,"DECOLURE Satin Fitted Sheet Queen Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Gold)",New,173,0,6,102,72,0,0,0,USD,9,26,59,78,,17.95,0,17.46,0,NoRestockExcessActionRequired,,0,0,0,34.97,0.34,0.193046,cubic feet,Standard,33.396958,US,gl_home,14844,164,96,42,45,17.46,153.66,458.81,1058.16,1399.21,3,3,0,72,0,32.26,100,100,0,0,,15,0,112,10.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.9,51,Excess,,,2026-04-27,Yes,No,196.8,271.9,2026-04-27,273,0,14,1,346,unassigned,N,,,
2026-04-30,SS-SATIN-STRIPED-RED-QUEEN-4PCS,X004D7LWN1,B0DDR852CS,"SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Red)",New,244,0,1,1,0,0,244,0,USD,5,12,19,27,,33.95,0,33.95,0,Edit listing,,13.24,25,0,15783.46,0.1,0.2965,cubic feet,Standard,72.346,US,gl_home,14711,366,233,81,117,33.95,169.75,360.57,583.46,855.06,1,0,0,0,0,538.97,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,499.2,0,0,935.7,14,Excess,,,2026-04-27,Yes,No,755.2,935.7,2026-04-27,244,0,0,0,366,unassigned,N,,,
2026-04-30,SS-SLEEP-MASK-VELCRO-STRAP-MISTY-BLUE,X004NF5UVX,B0F4XS863Y,"SLEEP SANCTUARY 100% Pure Mulberry Silk Sleep Mask - 22 Momme Light Blocking Hook & Loop Silk Eye Mask for Sleeping - Secure Fit for Side Sleepers, Women & Men - Cloud Soft (Misty Blue)",New,298,0,2,0,1,297,0,0,USD,3,9,19,51,Low traffic,16.99,0,16.99,0,Create Outlet deal,,12.97,2,0,3605.8,0.18,0.048757,cubic feet,Standard,14.529586,US,gl_drugstore,194871,366,289,132,75,16.99,50.97,170.83,340.73,884.41,0,1,1,298,0,94.57,0,0,0,0,,2,0,0,0,0,0,1,0.07,0,0,0,0,297,85.49,0,0,0,0,514.7,8,Excess,,,2026-04-27,Yes,No,514.7,355.4,2026-04-27,298,0,1,1,366,unassigned,N,,,
2026-04-30,SATIN-IVORY-QUEEN-6PCS,X003UM8ZG7,B0C7FMQP5L,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Ivory)",New,146,0,2,32,93,20,0,0,USD,4,16,26,30,,31.95,0,31.95,0,Create Outlet deal,,30.06,2,0,801.3,0.18,0.21619,cubic feet,Standard,31.56374,US,gl_home,24922,366,111,36,63,31.95,127.8,459.44,778.94,920.42,1,0,1,97,16,58.74,0,0,0,0,,1,0,4,0.43,88,19.04,1,0.32,2,2.36,0,0,3,3.83,15,22.38,0,0,560.1,18,Excess,,,2026-04-27,Yes,No,337.5,560.1,2026-04-27,146,0,1,0,366,unassigned,N,,,
2026-04-30,SS-BAMBOO-BLACK-CALIFKING-6PCS,X004D8NNBT,B0DDTY8HFR,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets California King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Black)",New,14,0,0,0,14,0,0,0,USD,0,3,7,11,,69.99,0,69.99,0,Create Outlet deal,,37.49,2,0,1360.15,0.57,0.302756,cubic feet,Standard,4.238584,US,gl_home,47560,154,14,18,16,69.99,0,209.97,489.93,774.89,0,0,0,14,0,6.65,0,0,0,0,,0,0,4,0.61,10,3.02,0,0,0,0,0,0,0,0,0,0,0,0,161.3,5,Excess,,,2026-04-27,Yes,No,158.7,161.3,2026-04-27,14,0,0,0,154,unassigned,N,,,
2026-04-30,SATIN-STRIPE-TWIN-PURPLE,X0030KQT8Z,B09G6JWVWD,"DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Purple)",New,48,0,0,31,6,0,1,10,USD,0,2,2,2,,42.95,0,42.95,0,Edit listing,,25.16,9,0,1661.1,0.04,0.157266,cubic feet,Standard,7.548768,US,gl_home,10574,366,45,96,312,42.95,0,48.17,48.17,48.17,0,0,0,6,0,19.75,0,0,0,0,,5,0,3,0.24,0,0,3,0.71,0,0,0,0,0,0,1,1.09,10,12.42,1636.3,5,Excess,,,2026-04-27,Yes,No,804,1636.3,2026-04-27,48,0,5,0,366,unassigned,N,,,
2026-04-30,SS-BAMBOO-LIGHT-OLIVE-KING-6PCS,X004D8Q1BN,B0DDV13P1L,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Light Olive)",New,72,0,2,5,66,0,0,0,USD,1,11,32,45,,69.99,0,69.99,0,Create Outlet deal,,37.49,2,0,163.34,0.48,0.357788,cubic feet,Standard,25.760736,US,gl_home,47560,229,51,26,20,69.99,69.99,759.89,2229.68,3144.55,0,0,2,66,0,34.96,0,0,0,0,,1,0,24,4.3,42,15.03,0,0,0,0,0,0,0,0,0,0,0,0,192,22,Excess,,,2026-04-27,Yes,No,181.5,192,2026-04-27,73,1,0,0,229,unassigned,N,,,
2026-04-30,SATIN-FITTED-QUEEN-SAGE-GREEN,X004CBP8R9,B0DBW1NX31,"DECOLURE Satin Fitted Sheet Queen Size (1 PC) – Luxuriously Smooth & Softer than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Sage Green)",New,178,0,105,86,13,0,0,0,USD,12,52,95,133,,17.95,0,17.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.57,0.133984,cubic feet,Standard,23.849152,US,gl_home,14844,96,0,21,27,17.95,210.4,918,1695,2377.1,4,100,1,13,0,15.71,100,100,0,0,,28,0,34,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.9,115,Healthy,,,2026-04-27,Yes,No,151,168.9,2026-04-27,278,0,27,1,198,unassigned,N,,,
2026-04-30,SATIN-ROSEWOOD-TWIN,X003EKBV2F,B0BG22FCVJ,"DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Rosewood)",New,95,0,1,44,0,52,0,0,USD,2,4,7,14,,27.95,0,27.95,0,Edit listing,,26.56,52,0,803.28,0.13,0.164771,cubic feet,Standard,15.653245,US,gl_home,10574,366,76,95,88,26.55,67.53,123.42,221.27,406.03,1,0,0,52,0,58.18,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,52,48.86,0,0,0,0,0,0,745,11,Excess,,,2026-04-27,Yes,No,745,621.9,2026-04-27,96,1,0,0,366,unassigned,N,,,
2026-04-30,SS-SATIN-BLUE-QUEEN-4PCS,X004D7COYH,B0DDRNW3GF,"SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Blue)",New,67,0,50,0,3,17,0,0,USD,5,67,167,180,,33.95,0,33.95,0,CreateShippingPlan,,0,0,0,0,1.18,0.281277,cubic feet,Standard,18.845559,US,gl_home,14711,89,0,4,5,33.95,169.75,1434.81,3582.05,4023.4,20,30,0,20,0,16.79,12,0,6,6,,3,0,1,0.14,0,0,1,0.42,1,1.53,17,27.25,0,0,0,0,0,0,74.6,72,Low stock,60,2026-05-06,2026-04-27,Yes,No,37.9,74.6,2026-04-27,80,1,2,0,92,unassigned,N,,,
2026-04-30,SATIN-TAUPE-TWIN,X003RXOAOF,B0BZPVYJK4,"DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Taupe)",New,82,0,0,0,30,58,0,0,USD,0,0,1,1,Low conversion,27.95,0,27.95,0,Lower price,,24.16,52,0,3290.58,0.01,0.151529,cubic feet,Standard,12.425378,US,gl_home,10574,366,82,,1066,25.46,0,0,29.95,29.95,0,0,0,88,0,78.84,0,0,0,0,,6,0,0,0,0,0,0,0,30,24.8,36,31.08,22,19.66,0,0,0,0,,1,Excess,,,,,,,8018,2026-04-27,82,0,6,0,366,unassigned,N,,,
2026-04-30,SATIN-STONEGREY-QUEEN-6PCS,X003UM8QVL,B0C7FTB8MQ,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Stone Grey)",New,458,0,10,5,468,0,0,0,USD,6,39,73,102,,31.95,0,31.95,0,Create Outlet deal,,29.36,2,0,1741.15,0.2,0.27928,cubic feet,Standard,127.91024,US,gl_home,24922,366,341,46,58,31.95,189.7,1084.77,2161.87,3045.92,6,3,1,468,0,210.63,0,0,0,0,,29,0,3,0.42,394,110.09,71,29.74,0,0,0,0,0,0,0,0,0,0,441.7,67,Excess,,,2026-04-27,Yes,No,362.6,441.7,2026-04-27,460,2,26,1,366,unassigned,N,,,
